incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
22009593,2/24,2022,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512042007,2              ,March 28th 2022 - December 20th 2021 Crime News,2/24/22,4:18 PM,Commercial B&E,"Somerville Police responded to a business on Bow St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting person who stated the front door was pried open and two laptops were",42.38107140503431,-71.09812182520128
23037943,7/7,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173511011001,5              ,July 31st 2023 - April 4th 2023 Crime News,7/7/23,10:26 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Woodbine St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated several tools were stolen from his job site.",42.391196065921406,-71.1057607205711
24008693,2/15,2024,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510012004,2              ,April 1st 2024 - January 2nd 2024 Crime News,2/15/24,7:10 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Beacon St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he was in bed and noticed a male party rummaging through his clothing drawers. The victim confronted the male and he fled out of the",42.38520235434252,-71.11423942926054
24017541,3/29,2024,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173506004000,7              ,April 1st 2024 - January 2nd 2024 Crime News,3/29/24,10:31 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Powder House Blvd for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated his garage door was ajar and a bicycle",42.403677050765936,-71.12259770339827
24026036,5/7,2024,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173513002009,3              ,July 1st 2024 - April 2nd 2024 Crime News,5/7/24,6:33 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Bow St for report of past breaking and entering. Upon arrival, officers spoke with an employee who stated when she arrived for work, she noticed cash was missing",42.380984860063855,-71.09655166118876
24033971,6/9,2024,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173511012004,3              ,July 1st 2024 - April 2nd 2024 Crime News,6/9/24,4:45 PM,Assault,"Somerville Police responded to Highland Ave & Walnut St for an assault. Upon arrival, officers spoke with the juvenile victim who stated he was riding his bike and was involved in an altercation with a male party driving a vehicle. During the altercation, the male party grabbed the juvenile and began to strangle him. Officers identified the male suspect.",42.38961843415371,-71.10884322114963
24037038,6/22,2024,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173514033001,1              ,July 1st 2024 - April 2nd 2024 Crime News,6/22/24,2:41 PM,Assault,"Somerville Police responded to a business on Broadway for report of a male with a knife. Upon arrival, officers spoke with the victim who stated he was involved in an argument with a male party after his drink was thrown away. During the argument, the male suspect brandished a folding knife and began to walk toward the victim.",42.38661484895259,-71.08236852508041
24040768,7/9,2024,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173507023002,7              ,September 30th 2024 - July 2nd 2024 Crime News,7/9/24,6:16 PM,Assault,"Somerville Police responded to Powder House Blvd for report of threats. Upon arrival, officers spoke with the victim who stated she was biking home from work and got into an altercation with a male party on the bike path. During the altercation, the male party grabbed his bike lock and threatened to hit the victim with it.",42.40912263092405,-71.13004263975019
24041406,7/12,2024,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173503001005,5              ,September 30th 2024 - July 2nd 2024 Crime News,7/12/24,10:13 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Vernon St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated two bikes were stolen from her house while she was",42.391801963941965,-71.10365354235063
24049855,8/16,2024,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061012,1              ,September 30th 2024 - July 2nd 2024 Crime News,8/16/24,4:23 PM,Assault,"Somerville Police responded to a business in Assembly Row for report of an assault. Upon arrival, officers spoke with an employee who stated a juvenile male entered the store and stole two drinks. The suspect then came back to the store later and threw a bottle at the employee’s head.",42.39362943087034,-71.07982108611412
24060462,9/29,2024,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173514031000,1              ,September 30th 2024 - July 2nd 2024 Crime News,9/29/24,6:20 PM,Robbery,"Somerville Police responded to a business on Broadway for a robbery. Upon arrival, officers spoke with the clerk who stated a male party entered then brandished a kitchen knife and demanded money from the register. He was given money then fled onto Brighton St.",42.38512810546521,-71.07838275138916
24070507,11/10,2024,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173502021001,5              ,December 30th 2024 - October 1st 2024 Crime News,11/10/24,2:30 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Partridge Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated her window was broken. Nothing was reported missing.",42.39575357695808,-71.10193175652132
