Source,Case Number,Date,Time,Type,Description
October 3rd 2022 - August 2nd 2022 Crime News,22053745,9/21/22,2:30 PM,Assault,"Somerville Police responded to Leathers Park for report of a big fight involving juveniles. Upon arrival, officers spoke with one of the juvenile victims who stated he was in the park waiting for some friends because he heard a fight was going to happen. The victim then observed a group of juveniles that he had prior altercations with. One of the juveniles in the group then chased the victim and attempted to stab him. The victim ran into street and collided with a car in traffic. He then called a friend to pick him up. Officers then spoke with two other juvenile victims who stated the same juvenile suspect chased them with a knife as well. Officers located the juvenile suspect and recovered a knife from his person."
October 3rd 2022 - August 2nd 2022 Crime News,22054267,9/23/22,3:48 PM,Fight,Somerville Police responded to Fellsway W for report of approximately 30 students fighting with bats. The students fled
October 3rd 2022 - August 2nd 2022 Crime News,22052739,9/16/22,5:28 PM,Robbery,"Somerville Police responded to the area of Broadway & North St for report of a robbery that occurred 30 minutes prior. Upon arrival, officers spoke with the reporting party who stated her juvenile son was robbed of his cellphone by three male suspects."
October 3rd 2022 - August 2nd 2022 Crime News,22052759,9/16/22,7:12 PM,Robbery,Somerville Police responded to Clarendon Hills for a report of two juvenile males that were just robbed by three male suspects. Officers located and identified the suspects at Dilboy Field.
October 3rd 2022 - August 2nd 2022 Crime News,22052710,9/16/22,,Robbery,"Somerville Police took a lobby report regarding a robbery that occurred at Leathers Community Park (100 Walnut St) at approximately 3 PM the same day. The reporting party stated his juvenile son was approached by four males with masks on whom demanded he give up his phone. The suspects told the victim he would have to fight them in order to get the phone back. 22052661: The Somerville Police are interested in speaking with the pictured individual regarding a breaking and entering that occurred at a multifamily residence on Clyde St on 9/16/22 at approximately 3:00 AM. The suspect was described as a male, wearing a hat, white shirt, dark shorts, white sneakers and holding a plastic bag."
October 3rd 2022 - August 2nd 2022 Crime News,22052886,9/17/22,10:28 AM,Residential Breaking & Entering,"Somerville Police responded to a residence in Assembly Row for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into his apartment and stole numerous"
October 3rd 2022 - August 2nd 2022 Crime News,22052966,9/17/22,5:10 PM,Assault,"Somerville Police responded to 400 Somerville Ave for a road rage. Upon arrival, officers spoke with the victim who stated he got into an altercation with a bicyclist. During the altercation, the bicyclist spit on the victims face. The suspect was described as a white male with a short beard and was wearing grey shorts with a pink or orange shirt. He was riding a dark colored bicycle, and he had on a white and black bike helmet with black stripes in the middle."
October 3rd 2022 - August 2nd 2022 Crime News,22052913,9/17/22,1:13 PM,Residential Breaking & Entering,"Somerville Police responded to Medford St or a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated the back door of the building was forced open and two bikes"
October 3rd 2022 - August 2nd 2022 Crime News,22052694,9/16/22,2:46 PM,Assault,"Somerville Police responded to 100 Walnut St for a fight. Upon arrival, officers spoke with the juvenile female victim who stated she got into a fight with another female. During the fight, a few more females joined it and began punching the victim."
October 3rd 2022 - August 2nd 2022 Crime News,22050487,9/7/22,7:48 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Grandview Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into the common area of the"
October 3rd 2022 - August 2nd 2022 Crime News,22051681,9/12/22,11:05 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Elm St for a past breaking and entering. Upon arrival, officers spoke with the manager who stated a male party broke into the store the day prior and stole multiple electronics and cash. Officers reviewed surveillance footage and identified the suspect."
October 3rd 2022 - August 2nd 2022 Crime News,22051072,9/9/22,6:37 PM,Assault,"Somerville Police responded to Marshall St for a past fight between juveniles. Upon arrival, officers spoke with the reporting party who stated her juvenile daughter got into a confrontation with another juvenile female. During the confrontation, the juvenile suspect slapped the victim."
October 3rd 2022 - August 2nd 2022 Crime News,22051579,9/11/22,11:53 PM,Assault,"Somerville Police responded to Holland St for report of an injured male. Upon arrival, officers spoke with the victim who was suffering from a laceration to his forearm. The victim stated that an hour to police arrival, a male party approached him and sliced him with a sharp object. The suspect was described as a white male, in his 30's, wearing a blue shirt and blue jeans."
October 3rd 2022 - August 2nd 2022 Crime News,22051054,9/9/22,4:39 PM,Assault,"Somerville Police responded to North St for report of a male party who was shot in the face with a BB gun. Upon arrival, officers spoke with the victim who stated while driving on Broadway, a juvenile black male shot a BB gun at him and his car approximately 50 times. The victim was struck in the eye and body. The victim reported seeing eight juveniles flee toward Broadway after"
October 3rd 2022 - August 2nd 2022 Crime News,22049390,9/1/22,6:23 PM,Assault,"Somerville Police responded to High St for report of a fight. Upon arrival, officers spoke with the victim who stated he was punched in the face following an altercation with a male party at a neighboring house. The suspect was described as a medium to heavy build white male wearing a blue tshirt."
October 3rd 2022 - August 2nd 2022 Crime News,22049510,9/2/22,9:58 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in the area of Broadway & Cross St for a past breaking and entering. Upon arrival, officers spoke with the owner of the business who stated at approximately 5:16 AM that same day, an unknown individual entered the business through the rear door then stole $1000 USC. The suspect was described as thin build, short to average height, wearing all black including a hood and facemask."
