"Incident Number","Day and Month Reported","Year Reported","Police Shift","Offense Code","Offense Type","Offense Definition","Offense Sub-Category","Offense Category","Block Code","Ward"
"18042675","7/18","2018","Day Shift (8AM - 4PM)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173501061007","1              "
"18042698","7/18","2018","Day Shift (8AM - 4PM)","23D","Theft From Building","The unlawful taking of items from within a building which is either open to the general public or to which the offender has legal access.","Larceny/Theft Offenses","Crimes against Property","250173515001000","2              "
"18042705","7/18","2018","Day Shift (8AM - 4PM)","23D","Theft From Building","The unlawful taking of items from within a building which is either open to the general public or to which the offender has legal access.","Larceny/Theft Offenses","Crimes against Property","250173501061004","1              "
"18042715","7/18","2018","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173511011001","5              "
"18042831","7/18","2018","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173502011008","1              "
"18042857","7/19","2018","Last Half (Midnight - 8AM)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173501061004","1              "
"18042865","7/19","2018","Last Half (Midnight - 8AM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173503003004","5              "
"18042869","7/19","2018","Last Half (Midnight - 8AM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173507011007","7              "
"18042885","7/19","2018","Last Half (Midnight - 8AM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173515003003","2              "
"18042922","7/19","2018","Day Shift (8AM - 4PM)","250","Counterfeiting/Forgery","The altering, copying, or imitating of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine, or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud.","Counterfeiting/Forgery","Crimes against Property","250173510012006","2              "
"18042970","7/19","2018","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173512033005","2              "
"18043075","7/20","2018","Last Half (Midnight - 8AM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173506002004","7              "
"18043117","7/20","2018","Day Shift (8AM - 4PM)","26A","False Pretenses/Swindle/Game","The intentional misrepresentation of existing fact or condition or the use of some other deceptive scheme or device to obtain money, goods, or other things of value. Only includes fraud offenses that do not fit any of the definitions of the specific subcategories of fraud.","Fraud Offenses","Crimes against Property","250173511011002","5              "
"18043192","7/20","2018","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173507022003","7              "
"18043222","7/20","2018","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173512043000","2              "
"18043247","7/21","2018","Last Half (Midnight - 8AM)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173501091021","4              "
"18043251","7/21","2018","Last Half (Midnight - 8AM)","120","Robbery","The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.","Robbery","Crimes against Property","250173514034003","1              "
"18043279","7/21","2018","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173507012007","7              "
"18043282","7/21","2018","Day Shift (8AM - 4PM)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173507012007","7              "
"18043464","7/21","2018","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173507011009","7              "
